,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime,scout_risks
3444,Mikkel Damsgaard,True,True,,,440089.0,0.0,0.0,-2.0,2.0,0.0,3.0,2.0,2.0,2.0,Mikkel,2.0,121.0,False,,,58.0,440089.jpg,3.5,False,Damsgaard,0.6,False,,a,5.0,94.0,35.0,60496.0,2988.0,106817.0,3326.0,0.3,6.0,Damsgaard,58.0,2022-08-10,2000-07-03,False,p440089,794.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,172.6,255.3,92.0,52.1,14.0,36.0,22.0,72.0,10.0,0.53,1.61,2.14,10.53,120.0,45.0,21.0,20.0,114.0,70.0,47.0,34.0,2.0,,3.0,,,,0.06,0.0,0.18,0.24,1.19,1.36,109.0,73.0,188.0,97.0,117.0,49.0,221.0,77.0,1.13,0.23,8.16,Brentford,12.0,25-26,2025-11-29 07:52:04.136008,
3445,Jordan Henderson,True,True,,,56979.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,1.7,2.0,Jordan,1.7,124.0,False,,,50.0,56979.jpg,2.6,False,Henderson,0.4,False,,a,5.0,94.0,31.0,51888.0,995.0,45249.0,2151.0,0.3,6.2,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,919.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,160.0,141.2,176.7,15.0,33.2,30.0,42.0,9.0,81.0,11.0,0.07,1.0,1.07,11.19,163.0,68.0,54.0,41.0,307.0,163.0,145.0,79.0,,,,,,,0.01,0.0,0.1,0.11,1.1,1.37,237.0,147.0,208.0,105.0,206.0,89.0,270.0,95.0,1.08,0.29,7.93,Brentford,12.0,25-26,2025-11-29 07:52:04.136008,
3446,Vitaly Janelt,True,True,100.0,100.0,204580.0,0.0,0.0,-1.0,1.0,0.0,3.0,0.7,0.7,0.0,Vitaly,0.7,125.0,False,,2025-08-09T14:00:04.867824Z,49.0,204580.jpg,1.2,False,Janelt,0.0,False,,a,5.0,94.0,10.0,1068.0,54.0,1935.0,63.0,0.1,2.0,Janelt,80.0,2020-10-03,1998-05-10,False,p204580,155.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,22.8,38.9,16.0,7.6,6.0,12.0,6.0,24.0,0.0,0.22,0.23,0.45,2.09,365.0,170.0,252.0,149.0,299.0,161.0,348.0,168.0,,,,,,,0.13,0.0,0.13,0.26,1.21,1.74,302.0,189.0,277.0,134.0,365.0,172.0,677.0,287.0,0.0,0.0,13.94,Brentford,12.0,25-26,2025-11-29 07:52:04.136008,
3447,Mathias Jensen,True,True,,,207283.0,0.0,0.0,-1.0,1.0,0.0,3.0,1.0,1.0,1.0,Mathias,1.0,126.0,False,,,49.0,207283.jpg,2.2,False,Jensen,0.1,False,,a,5.0,94.0,22.0,7386.0,147.0,9678.0,390.0,0.2,4.5,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,224.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,103.6,56.6,40.0,20.0,9.0,11.0,8.0,28.0,2.0,0.55,0.25,0.8,3.79,216.0,90.0,209.0,136.0,232.0,131.0,243.0,122.0,3.0,,,,,,0.22,0.0,0.1,0.32,1.52,2.41,305.0,191.0,242.0,116.0,247.0,111.0,495.0,173.0,0.8,0.0,11.25,Brentford,12.0,25-26,2025-11-29 07:52:04.136008,
3448,Yehor Yarmoliuk,True,True,100.0,100.0,508395.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,2.7,2.0,Yehor,2.7,129.0,False,,2025-10-25T23:00:07.803030Z,50.0,508395.jpg,2.9,False,Yarmoliuk,0.1,False,,a,5.0,94.0,35.0,10879.0,276.0,10025.0,329.0,0.5,7.0,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,947.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,146.0,141.6,103.1,45.0,28.8,22.0,65.0,25.0,112.0,12.0,0.34,0.44,0.78,12.69,160.0,65.0,120.0,87.0,219.0,127.0,170.0,89.0,,,,,,,0.03,0.0,0.04,0.07,1.21,1.52,278.0,171.0,143.0,72.0,179.0,77.0,504.0,175.0,1.14,0.19,10.64,Brentford,12.0,25-26,2025-11-29 07:52:04.136008,
3449,Igor Thiago Nascimento Rodrigues,True,True,,,502500.0,2.0,-2.0,6.0,-6.0,2.0,4.0,6.3,6.3,4.0,Igor Thiago,6.3,136.0,True,,,66.0,502500.jpg,5.3,False,Nascimento Rodrigues,20.8,False,,a,5.0,94.0,64.0,2621238.0,698121.0,430275.0,12651.0,1.0,9.7,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,1011.0,9.0,0.0,2.0,18.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,252.0,388.4,104.9,411.0,90.4,27.0,24.0,15.0,66.0,12.0,7.56,0.28,7.84,14.13,3.0,2.0,117.0,7.0,3.0,3.0,5.0,2.0,,,,,2.0,,0.67,0.0,0.02,0.69,1.26,1.6,56.0,18.0,30.0,2.0,22.0,2.0,19.0,4.0,1.07,0.18,5.88,Brentford,12.0,25-26,2025-11-29 07:52:04.136008,
3450,Bart Verbruggen,True,True,,,489639.0,0.0,0.0,-1.0,1.0,0.0,1.0,6.3,6.3,7.0,Bart,6.3,139.0,False,,,44.0,489639.jpg,2.8,False,Verbruggen,4.1,False,,a,6.0,36.0,33.0,158488.0,13864.0,500939.0,7431.0,1.4,7.5,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,1080.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,1.0,0.0,28.0,0.0,169.0,265.6,10.0,0.0,27.5,6.0,107.0,0.0,0.0,12.0,0.0,0.01,0.01,15.11,41.0,10.0,354.0,6.0,560.0,63.0,186.0,10.0,,,,,,,0.0,2.33,0.0,0.0,1.26,1.33,522.0,27.0,23.0,2.0,187.0,19.0,88.0,15.0,1.0,0.17,0.0,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3451,Maxim De Cuyper,True,True,100.0,100.0,465730.0,0.0,0.0,-2.0,2.0,0.0,2.0,0.7,0.7,1.0,Maxim,0.7,145.0,False,,2025-09-13T21:30:07.998380Z,43.0,465730.jpg,1.7,False,De Cuyper,1.7,False,,a,6.0,36.0,17.0,71746.0,446.0,536582.0,6692.0,0.2,4.0,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,456.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,85.4,100.4,73.0,26.0,14.0,26.0,9.0,23.0,5.0,0.74,0.81,1.55,7.4,232.0,93.0,122.0,26.0,152.0,28.0,197.0,64.0,,,,,,,0.15,0.0,0.16,0.31,1.46,1.58,580.0,142.0,267.0,87.0,309.0,110.0,139.0,54.0,0.99,0.0,4.54,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3452,Lewis Dunk,True,True,,,83299.0,0.0,0.0,0.0,0.0,0.0,2.0,4.3,4.3,1.0,Lewis,4.3,146.0,False,,,45.0,83299.jpg,2.5,False,Dunk,1.1,False,,a,6.0,36.0,30.0,86942.0,2571.0,107255.0,5068.0,1.0,6.7,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,1035.0,0.0,1.0,2.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,148.0,175.4,25.0,53.0,25.5,69.0,49.0,12.0,81.0,11.0,0.56,0.08,0.64,14.25,115.0,52.0,298.0,96.0,205.0,48.0,200.0,66.0,,,,,,,0.05,0.0,0.01,0.06,1.24,1.3,394.0,71.0,66.0,24.0,215.0,78.0,172.0,67.0,0.96,0.17,7.04,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3453,Ferdi Kadıoğlu,True,True,,,231416.0,0.0,0.0,-1.0,1.0,0.0,2.0,4.7,4.7,2.0,Ferdi,4.7,148.0,False,,,44.0,231416.jpg,2.2,False,Kadıoğlu,0.2,False,,a,6.0,36.0,24.0,17134.0,1146.0,20491.0,1531.0,1.1,5.5,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,824.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,109.0,127.6,81.6,50.0,26.1,29.0,41.0,19.0,48.0,8.0,0.37,0.83,1.2,11.5,182.0,74.0,150.0,35.0,210.0,49.0,196.0,63.0,,,,,,,0.04,0.0,0.09,0.13,1.26,1.31,506.0,114.0,59.0,22.0,244.0,86.0,371.0,133.0,0.87,0.22,5.24,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3454,Jan Paul van Hecke,True,True,,,469142.0,0.0,0.0,-1.0,1.0,1.0,2.0,4.7,4.7,2.0,Jan Paul,4.7,151.0,False,,,44.0,469142.jpg,3.5,False,van Hecke,1.5,False,,a,6.0,36.0,42.0,149141.0,6798.0,108885.0,8504.0,1.1,9.5,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,1080.0,1.0,0.0,2.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,163.0,338.2,45.4,107.0,49.2,87.0,41.0,20.0,107.0,12.0,0.69,0.3,0.98,15.11,7.0,3.0,237.0,67.0,94.0,13.0,59.0,11.0,,,,,,,0.06,0.0,0.02,0.08,1.26,1.33,519.0,121.0,60.0,23.0,111.0,40.0,151.0,61.0,1.0,0.17,8.92,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3455,Joël Veltman,True,True,100.0,100.0,111478.0,0.0,0.0,-2.0,2.0,0.0,2.0,0.3,0.3,1.0,Joël,0.3,152.0,False,,2025-10-02T13:00:07.706508Z,43.0,111478.jpg,1.3,False,Veltman,0.1,False,,a,6.0,36.0,8.0,7560.0,157.0,24073.0,183.0,0.1,1.9,Veltman,152.0,2020-07-29,1992-01-15,False,p111478,340.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,33.0,72.2,20.5,6.0,10.0,24.0,13.0,16.0,40.0,4.0,0.0,0.01,0.01,6.93,252.0,98.0,309.0,101.0,349.0,121.0,326.0,105.0,,,,,,,0.0,0.0,0.0,0.0,1.83,1.59,562.0,129.0,314.0,103.0,353.0,124.0,453.0,165.0,1.06,0.0,10.59,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3456,Georginio Rutter,True,True,100.0,100.0,463067.0,0.0,0.0,-3.0,3.0,0.0,3.0,2.3,2.3,2.0,Georginio,2.3,158.0,False,,2025-08-25T07:30:07.559102Z,57.0,463067.jpg,2.9,False,Rutter,0.4,False,,a,6.0,36.0,32.0,61068.0,771.0,173177.0,4028.0,0.4,5.6,Georginio,73.0,2024-08-19,2002-04-20,False,p463067,766.0,0.0,3.0,4.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,101.0,108.2,125.0,129.0,36.2,13.0,25.0,10.0,48.0,9.0,0.48,1.33,1.81,8.4,213.0,88.0,87.0,65.0,71.0,43.0,124.0,69.0,,,,,,,0.06,0.0,0.16,0.22,0.99,0.94,121.0,78.0,167.0,86.0,181.0,79.0,268.0,94.0,1.06,0.47,5.64,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3457,Yankuba Minteh,True,True,,,592031.0,1.0,-1.0,2.0,-2.0,0.0,3.0,7.7,7.7,11.0,Yankuba,7.7,160.0,False,,,62.0,592031.jpg,5.1,False,Minteh,7.4,False,,a,6.0,36.0,61.0,1100271.0,252248.0,352106.0,18133.0,1.2,9.8,Minteh,78.0,2024-07-01,2004-07-22,False,p592031,1037.0,1.0,7.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,229.0,226.8,296.5,284.0,81.0,14.0,44.0,23.0,81.0,12.0,2.31,1.87,4.18,13.84,71.0,23.0,14.0,14.0,12.0,6.0,10.0,8.0,,,,,,,0.2,0.0,0.16,0.36,1.2,1.22,82.0,54.0,10.0,6.0,27.0,10.0,55.0,19.0,1.04,0.26,7.03,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3458,Brajan Gruda,True,True,100.0,100.0,513433.0,0.0,0.0,-1.0,1.0,0.0,3.0,0.0,0.0,0.0,Brajan,0.0,162.0,False,,2025-10-16T12:30:10.115478Z,54.0,513433.jpg,2.4,False,Gruda,0.0,False,,a,6.0,36.0,19.0,11905.0,113.0,14016.0,128.0,0.0,3.5,Gruda,80.0,2024-08-14,2004-05-31,False,p513433,219.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,59.0,76.2,56.8,94.0,22.7,1.0,15.0,6.0,22.0,2.0,1.57,0.4,1.97,3.73,246.0,106.0,208.0,135.0,109.0,67.0,221.0,112.0,2.0,,6.0,,,,0.65,0.0,0.16,0.81,1.53,1.23,181.0,114.0,719.0,314.0,226.0,100.0,574.0,214.0,0.82,0.0,9.04,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3459,Jack Hinshelwood,True,True,100.0,100.0,532529.0,0.0,0.0,-4.0,4.0,0.0,3.0,2.3,2.3,7.0,Jack,2.3,163.0,False,,2025-09-13T21:30:08.019508Z,51.0,532529.jpg,2.8,False,Hinshelwood,0.0,False,,a,6.0,36.0,11.0,1447.0,310.0,10578.0,55.0,0.5,2.2,Hinshelwood,241.0,2022-12-30,2005-04-11,False,p532529,127.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,47.2,12.5,9.0,6.9,2.0,8.0,4.0,14.0,2.0,0.05,0.01,0.06,3.35,309.0,142.0,339.0,181.0,330.0,172.0,357.0,172.0,,,,,,,0.04,0.0,0.01,0.05,2.37,1.42,236.0,146.0,163.0,83.0,195.0,84.0,624.0,251.0,1.42,0.0,9.92,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3460,Yasin Ayari,True,True,100.0,100.0,509416.0,0.0,0.0,-1.0,1.0,0.0,3.0,3.3,3.3,4.0,Yasin,3.3,166.0,False,,2025-11-20T10:30:09.349310Z,49.0,509416.jpg,2.8,False,Ayari,0.3,False,,a,6.0,36.0,33.0,48106.0,508.0,43096.0,1699.0,0.7,6.7,Ayari,206.0,2023-01-30,2003-10-06,False,p509416,961.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,149.8,148.5,109.0,40.8,23.0,56.0,26.0,105.0,10.0,0.99,0.58,1.57,12.39,149.0,56.0,72.0,56.0,92.0,54.0,99.0,58.0,3.0,,5.0,,,,0.09,0.0,0.05,0.14,1.16,1.22,334.0,210.0,107.0,54.0,193.0,83.0,326.0,114.0,0.94,0.19,9.83,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3461,Carlos Baleba,True,True,,,535301.0,0.0,0.0,-3.0,3.0,0.0,3.0,2.0,2.0,1.0,Carlos,2.0,167.0,False,,,47.0,535301.jpg,1.4,False,Baleba,1.9,False,,a,6.0,36.0,17.0,133050.0,2439.0,429898.0,8682.0,0.4,3.6,Baleba,38.0,2023-08-29,2004-01-03,False,p535301,689.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,69.0,30.4,58.4,11.0,9.9,25.0,42.0,12.0,79.0,11.0,0.16,0.18,0.34,8.96,344.0,159.0,201.0,132.0,320.0,165.0,328.0,162.0,,,,,,,0.02,0.0,0.02,0.04,1.17,1.04,383.0,240.0,176.0,89.0,343.0,159.0,127.0,42.0,1.44,0.52,10.32,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3462,Diego Gómez Amarilla,True,True,100.0,100.0,514254.0,0.0,0.0,-1.0,1.0,1.0,3.0,6.7,6.7,1.0,Diego,6.7,169.0,False,,2025-10-16T12:30:10.190452Z,49.0,514254.jpg,2.6,False,Gómez Amarilla,0.3,False,,a,6.0,36.0,29.0,45077.0,3004.0,17769.0,4460.0,1.4,5.9,Gomez,168.0,2025-01-01,2003-03-27,False,p514254,607.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,134.0,168.0,120.6,181.0,46.9,13.0,26.0,26.0,65.0,7.0,1.9,0.45,2.35,7.15,125.0,49.0,92.0,68.0,48.0,27.0,67.0,43.0,,,3.0,,,,0.28,0.0,0.07,0.35,1.06,1.19,336.0,211.0,20.0,10.0,205.0,88.0,306.0,106.0,1.04,0.3,9.64,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3463,Mats Wieffer,True,True,100.0,100.0,467779.0,0.0,0.0,-1.0,1.0,0.0,3.0,5.7,5.7,4.0,Mats,5.7,173.0,False,,2025-09-01T10:30:07.953121Z,49.0,467779.jpg,4.0,False,Wieffer,0.4,False,,a,6.0,36.0,40.0,47906.0,2056.0,14677.0,3374.0,1.2,8.2,Wieffer,152.0,2024-07-06,1999-11-16,False,p467779,729.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,165.0,180.8,113.7,76.0,37.1,32.0,44.0,33.0,109.0,8.0,0.2,1.05,1.25,8.48,111.0,42.0,102.0,75.0,144.0,90.0,121.0,67.0,,,,,,,0.02,0.0,0.13,0.15,1.05,1.11,327.0,205.0,40.0,18.0,79.0,34.0,287.0,101.0,0.99,0.25,13.46,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3464,Danny Welbeck,True,True,,,50175.0,1.0,-1.0,1.0,-1.0,2.0,4.0,5.3,5.3,8.0,Danny,5.3,178.0,False,,,66.0,50175.jpg,4.4,False,Welbeck,10.7,False,,a,6.0,36.0,53.0,1384426.0,176987.0,619995.0,33949.0,0.8,8.0,Welbeck,241.0,2020-10-18,1990-11-26,False,p50175,799.0,7.0,0.0,2.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,225.0,257.2,120.5,224.0,59.8,10.0,16.0,7.0,33.0,9.0,4.89,0.55,5.44,11.18,51.0,5.0,93.0,4.0,26.0,11.0,35.0,6.0,,,1.0,,1.0,,0.55,0.0,0.06,0.61,1.26,1.58,48.0,17.0,46.0,6.0,55.0,5.0,40.0,8.0,1.01,0.23,3.72,Brighton,12.0,25-26,2025-11-29 07:52:04.136008,
3465,Robert Lynch Sánchez,True,True,,,215059.0,0.0,0.0,-2.0,2.0,0.0,1.0,5.0,6.0,6.0,Robert,6.0,220.0,False,,,48.0,215059.jpg,3.6,False,Lynch Sánchez,13.2,False,,a,7.0,8.0,43.0,704841.0,11404.0,1910423.0,36673.0,1.3,9.0,Sánchez,200.0,2023-08-05,1997-11-18,False,p215059,994.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,171.0,174.4,20.0,0.0,19.3,7.0,101.0,0.0,0.0,12.0,0.0,0.01,0.01,12.49,117.0,15.0,312.0,2.0,669.0,74.0,247.0,15.0,,,,,,,0.0,1.81,0.0,0.0,1.13,1.0,351.0,14.0,33.0,4.0,104.0,10.0,30.0,3.0,1.09,0.54,0.0,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3466,Marc Cucurella Saseta,True,True,,,179268.0,0.0,0.0,1.0,-1.0,0.0,2.0,5.3,6.3,6.0,Marc,6.3,224.0,False,,,61.0,179268.jpg,4.6,False,Cucurella Saseta,22.7,False,,a,7.0,8.0,55.0,1977450.0,67648.0,1753754.0,52225.0,1.0,9.0,Cucurella,200.0,2022-08-05,1998-07-22,False,p179268,986.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,250.0,210.8,228.7,85.0,52.5,46.0,46.0,26.0,72.0,11.0,0.53,1.42,1.95,12.89,86.0,36.0,32.0,3.0,129.0,22.0,46.0,5.0,,,,,,,0.05,0.0,0.13,0.18,1.18,0.91,84.0,3.0,28.0,12.0,46.0,21.0,15.0,7.0,1.0,0.55,6.57,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3467,Reece James,True,True,100.0,100.0,225796.0,0.0,0.0,1.0,-1.0,1.0,2.0,2.0,3.0,1.0,Reece,3.0,225.0,False,,2025-10-13T09:30:08.256625Z,56.0,225796.jpg,3.9,False,James,7.8,False,,a,7.0,8.0,47.0,922156.0,12529.0,678732.0,91061.0,0.5,8.4,James,241.0,2019-05-15,1999-12-08,False,p225796,751.0,1.0,3.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,199.0,205.8,220.3,54.0,48.1,32.0,44.0,18.0,50.0,8.0,0.48,1.5,1.98,12.84,93.0,39.0,36.0,5.0,204.0,47.0,63.0,14.0,3.0,,2.0,,,,0.06,0.0,0.18,0.24,1.54,1.08,127.0,13.0,122.0,40.0,88.0,33.0,52.0,15.0,0.96,0.36,5.99,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3468,Trevoh Chalobah,True,True,100.0,100.0,180736.0,0.0,0.0,1.0,-1.0,1.0,2.0,5.3,6.3,6.0,Trevoh,6.3,226.0,False,,2025-09-28T00:00:08.404840Z,51.0,180736.jpg,5.5,False,Chalobah,8.2,False,,a,7.0,8.0,61.0,1633970.0,24193.0,917264.0,33810.0,1.2,12.0,Chalobah,241.0,2018-02-16,1999-07-05,False,p180736,930.0,2.0,1.0,6.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,234.0,272.4,56.0,92.0,42.0,75.0,38.0,13.0,88.0,11.0,0.8,0.59,1.39,9.74,35.0,12.0,210.0,54.0,113.0,17.0,91.0,25.0,,,,,,,0.08,0.0,0.06,0.14,0.94,0.97,227.0,33.0,25.0,11.0,14.0,10.0,46.0,13.0,1.06,0.58,8.52,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3469,Malo Gusto,True,True,100.0,100.0,482609.0,0.0,0.0,-1.0,1.0,1.0,2.0,6.3,7.3,1.0,Malo,7.3,228.0,False,,2025-10-18T18:30:08.275780Z,49.0,482609.jpg,4.0,False,Gusto,1.5,False,,a,7.0,8.0,40.0,143605.0,9461.0,178519.0,12945.0,1.5,8.2,Gusto,73.0,2023-01-28,2003-05-19,False,p482609,572.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,148.0,123.4,107.4,76.0,30.6,17.0,36.0,13.0,30.0,6.0,0.82,0.45,1.27,8.13,189.0,78.0,111.0,24.0,145.0,26.0,158.0,50.0,,,,,,,0.13,0.0,0.07,0.2,1.28,0.79,329.0,55.0,11.0,5.0,80.0,32.0,143.0,57.0,0.94,0.63,4.72,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3470,Benoît Badiashile Mukinayi,True,True,100.0,100.0,242880.0,0.0,0.0,-1.0,1.0,0.0,2.0,-1.0,0.0,0.0,Benoît,0.0,229.0,False,,2025-10-17T12:30:08.541306Z,44.0,242880.jpg,0.0,False,Badiashile Mukinayi,0.0,False,,a,7.0,8.0,0.0,2091.0,65.0,3211.0,37.0,0.0,0.0,B.Badiashile,73.0,2023-01-05,2001-03-26,False,p242880,110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,18.6,2.0,0.0,2.1,7.0,4.0,1.0,8.0,1.0,0.0,0.02,0.02,2.34,375.0,137.0,388.0,138.0,552.0,227.0,406.0,141.0,,,,,,,0.0,0.0,0.02,0.02,1.91,1.64,510.0,118.0,528.0,216.0,590.0,232.0,675.0,228.0,0.82,0.0,6.55,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3471,Tosin Adarabioyo,True,True,100.0,100.0,109646.0,0.0,0.0,-3.0,3.0,0.0,2.0,2.7,3.7,10.0,Tosin,3.7,232.0,False,,2025-09-26T11:30:06.530261Z,42.0,109646.jpg,3.0,False,Adarabioyo,0.4,False,,a,7.0,8.0,24.0,91944.0,1360.0,192082.0,1049.0,0.9,5.7,Tosin,241.0,2024-07-01,1997-09-24,False,p109646,467.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,90.0,138.8,13.0,11.0,16.3,38.0,14.0,12.0,50.0,4.0,0.05,0.21,0.25,5.83,166.0,68.0,338.0,116.0,317.0,107.0,273.0,94.0,,,,,,,0.01,0.0,0.04,0.05,1.12,1.16,607.0,152.0,90.0,32.0,162.0,59.0,288.0,106.0,0.77,0.39,9.64,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3472,Pedro Lomba Neto,True,True,100.0,100.0,247632.0,0.0,0.0,1.0,-1.0,1.0,3.0,5.7,6.7,8.0,Pedro,6.7,236.0,False,,2025-11-09T11:00:08.651575Z,71.0,247632.jpg,5.0,False,Lomba Neto,7.0,False,,a,7.0,8.0,60.0,1037352.0,113814.0,711311.0,28223.0,0.9,8.5,Neto,173.0,2024-08-11,2000-03-09,False,p247632,919.0,4.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,236.0,257.8,298.7,229.0,78.7,6.0,31.0,6.0,43.0,12.0,2.45,2.33,4.78,9.64,49.0,15.0,13.0,13.0,25.0,14.0,14.0,11.0,1.0,,,,,,0.24,0.0,0.23,0.47,0.94,0.59,32.0,18.0,22.0,11.0,30.0,12.0,58.0,20.0,1.18,0.59,4.21,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3473,Enzo Fernández,True,True,100.0,100.0,448047.0,0.0,0.0,2.0,-2.0,1.0,3.0,4.3,5.3,11.0,Enzo,5.3,237.0,False,,2025-11-09T11:00:08.666360Z,67.0,448047.jpg,5.4,False,Fernández,12.9,False,,a,7.0,8.0,59.0,2592290.0,63422.0,1603384.0,49936.0,0.8,8.8,Enzo,10.0,2023-01-31,2001-01-17,False,p448047,970.0,4.0,2.0,5.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,232.0,279.8,296.5,299.0,87.7,12.0,43.0,17.0,72.0,11.0,5.37,1.67,7.04,11.74,26.0,10.0,15.0,15.0,7.0,3.0,6.0,4.0,4.0,,3.0,,4.0,,0.5,0.0,0.15,0.65,1.09,1.02,47.0,31.0,47.0,20.0,20.0,7.0,32.0,13.0,1.02,0.46,6.68,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
