id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,adjusted points per game,value,valuePoints metric,team_name,position
205,,,101668,0,0,0,0,0,4,3.8,,0,Jamie,0.0,False,,,10.5,101668.jpg,5.5,Vardy,10.7,False,,a,9,13,187,0,0,0,0,0.0,17.8,Vardy,2838,15,14,8,44,0,0,1,1,0,0,23,649,819.2,356.6,1306.0,248.3,16,3,93,14,9,6,17,6,,,,,1.0,,5.4404322391940205,0.5181364037327638,1.6789538394988044,Leicester City,forward
206,,,106837,0,0,0,0,0,3,1.9,,0,Dennis,0.0,False,,,5.0,106837.jpg,2.5,Praet,0.1,False,,a,9,13,37,0,0,0,0,0.0,7.4,Praet,714,1,2,3,11,0,0,0,0,0,0,1,129,119.2,132.1,120.0,36.9,292,129,198,122,213,112,281,128,,,,,,,2.274331881885509,0.4548663763771018,1.0171121382582042,Leicester City,midfielder
207,,,111931,0,0,0,0,0,2,3.0,,0,Ricardo Domingos,0.0,False,,,5.5,111931.jpg,1.8,Barbosa Pereira,2.1,False,,a,9,13,27,0,0,0,0,0.0,4.9,Pereira,954,0,1,2,19,0,0,0,3,0,0,0,152,183.4,162.4,144.0,48.9,258,94,179,42,199,54,244,80,,,,,,,2.5180733341220978,0.4578315152949269,1.0737100773415833,Leicester City,defender
208,,,155569,0,0,0,0,0,2,1.5,,0,Daniel,0.0,False,,,4.0,155569.jpg,1.7,Amartey,7.6,False,,a,9,13,19,0,0,0,0,0.0,4.8,Amartey,718,1,0,0,12,0,0,0,3,0,0,2,121,155.0,10.9,61.0,22.7,278,105,314,117,274,94,305,104,,,,,,,2.517898089380409,0.6294745223451023,1.2589490446902045,Leicester City,defender
209,,,166477,0,0,0,0,0,2,3.0,,0,Timothy,0.0,False,,,5.5,166477.jpg,3.5,Castagne,3.4,False,,a,9,13,94,0,0,0,0,0.0,17.1,Castagne,2345,2,4,6,37,0,0,0,1,0,0,7,479,486.6,350.2,181.0,101.7,131,50,97,21,170,42,128,27,,,,,,,3.4814362901191203,0.6329884163852946,1.4844894219996305,Leicester City,defender
210,,,166989,0,0,0,0,0,3,2.7,,0,Youri,0.0,False,,,6.5,166989.jpg,3.5,Tielemans,4.7,False,,a,9,13,133,0,0,0,0,0.0,20.5,Tielemans,3356,6,4,11,50,0,0,0,6,0,0,11,633,840.4,788.2,462.0,209.1,14,6,19,15,69,40,27,18,1.0,,2.0,,2.0,,3.298795545898461,0.5075070070613017,1.2938940661453242,Leicester City,midfielder
211,,,168580,0,0,0,0,0,3,2.6,,0,Ayoze,0.0,False,,,6.0,168580.jpg,2.3,Pérez,0.3,False,,a,9,13,58,0,0,0,0,0.0,9.7,Pérez,1322,2,1,5,21,0,0,0,2,0,0,2,149,255.6,323.6,482.0,106.1,225,97,103,67,65,36,117,67,4.0,,4.0,,3.0,,2.6909217754559704,0.4484869625759951,1.098564214601883,Leicester City,midfielder
212,,,172780,0,0,0,0,0,3,2.9,,0,James,0.0,False,,,7.0,172780.jpg,4.3,Maddison,12.1,False,,a,9,13,133,0,0,0,0,0.0,19.0,Maddison,2093,8,7,10,28,0,0,0,4,0,0,12,473,588.4,770.3,668.0,202.5,72,25,20,16,48,27,33,21,2.0,,1.0,,4.0,,3.6893511891502366,0.5270501698786052,1.394443677953135,Leicester City,midfielder
213,,,173515,0,0,0,0,0,4,2.8,,0,Kelechi,0.0,False,,,7.5,173515.jpg,4.4,Iheanacho,13.3,False,,a,9,13,110,0,0,0,0,0.0,14.7,Iheanacho,1452,12,2,5,23,0,0,1,1,0,0,18,424,540.2,413.9,814.0,176.5,96,13,72,8,33,17,45,16,,,,,5.0,,3.8784839779005527,0.517131197053407,1.4162221090790006,Leicester City,forward
214,,,197469,0,0,0,0,0,3,1.5,,0,Hamza,0.0,False,,,4.5,197469.jpg,1.4,Choudhury,0.1,False,,a,9,13,14,0,0,0,0,0.0,3.1,Choudhury,311,0,0,2,2,0,0,0,1,0,0,0,59,34.0,13.5,29.0,7.6,341,152,309,154,297,147,338,153,,,,,,,1.6850008381345758,0.3744446306965724,0.7943170126333164,Leicester City,midfielder
215,,,201666,0,0,0,0,0,3,2.9,,0,Harvey,0.0,False,,,7.0,201666.jpg,5.0,Barnes,9.1,False,,a,9,13,126,0,0,0,0,0.0,18.0,Barnes,1944,9,5,7,25,0,0,0,0,0,0,13,348,556.4,359.0,810.0,172.7,89,31,92,61,35,18,47,28,,,,,,,4.18798689443555,0.5982838420622214,1.5829102595248827,Leicester City,midfielder
216,,,203341,0,0,0,0,0,3,1.9,,0,Wilfred,0.0,False,,,5.0,203341.jpg,3.0,Ndidi,1.3,False,,a,9,13,79,0,0,0,0,0.0,15.8,Ndidi,2175,1,4,7,31,0,0,0,6,0,0,11,430,549.2,234.5,78.0,86.2,91,32,150,95,259,135,163,91,,,,,,,2.8135147202242328,0.5627029440448466,1.2582420340235374,Leicester City,midfielder
217,,,218031,0,0,0,0,0,2,2.7,,0,Çaglar,0.0,False,,,5.0,218031.jpg,2.6,Söyüncü,2.3,False,,a,9,13,59,0,0,0,0,0.0,11.8,Söyüncü,1816,1,0,5,30,0,0,0,2,0,0,3,360,403.6,114.4,157.0,67.7,162,60,210,53,186,49,205,64,,,,,,,2.7528847084705084,0.5505769416941017,1.2311274684719495,Leicester City,defender
218,0.0,,220627,0,0,0,0,0,2,0.0,,0,James,0.0,False,Knee injury - Unknown return date,2021-06-22T11:30:10.582426Z,5.0,220627.jpg,4.4,Justin,0.1,False,,i,9,13,101,0,0,0,0,0.0,20.2,Justin,2070,2,2,9,25,0,0,0,4,0,0,13,447,472.2,290.7,195.0,96.0,138,52,119,24,164,37,138,32,,,,,,,3.88203540767752,0.776407081535504,1.7360990125256086,Leicester City,defender
219,,,244619,0,0,0,0,0,2,2.2,,0,Luke,0.0,False,,,4.5,244619.jpg,1.9,Thomas,0.3,False,,a,9,13,26,0,0,0,0,0.0,5.8,Thomas,968,1,0,1,18,0,0,0,2,0,0,0,132,169.0,111.7,101.0,38.1,269,99,215,54,231,72,276,97,,,,,,,2.484618737153689,0.5521374971452642,1.171260505136353,Leicester City,defender
220,0.0,,444463,0,0,0,0,0,2,0.0,,0,Wesley,0.0,False,Leg injury - Unknown return date,2021-08-04T23:00:11.364712Z,4.5,444463.jpg,2.5,Fofana,6.2,False,,i,9,13,71,0,0,0,0,0.0,15.8,Fofana,2260,0,1,7,30,0,0,0,7,0,0,5,464,502.0,107.8,121.0,73.4,118,44,217,56,212,63,192,58,,,,,,,2.8185614414029847,0.626346986978441,1.3286826056046535,Leicester City,defender
455,,,245419,0,0,0,0,0,4,2.8,,0,Patson,0.0,False,,,7.5,245419.jpg,0.0,Daka,2.3,False,,a,9,13,0,0,0,0,0,0.0,0.0,Daka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491,61,491,61,491,61,491,61,,,,,,,,,,Leicester City,forward
458,,,225902,0,0,0,0,0,3,1.9,,0,Boubakary,0.0,False,,,5.0,225902.jpg,0.0,Soumaré,0.1,False,,a,9,13,0,0,0,0,0,0.0,0.0,Soumaré,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453,183,451,183,448,183,453,183,,,,,,,,,,Leicester City,midfielder
473,,,40146,0,0,0,0,0,2,2.7,,0,Ryan,0.0,False,,,5.0,40146.jpg,2.7,Bertrand,1.3,False,,a,9,13,78,0,0,0,0,0.0,15.6,Bertrand,2598,0,2,8,51,0,0,0,5,0,0,4,404,306.8,271.8,135.0,71.4,200,75,125,25,203,56,196,60,,,,,,,2.6479953705739,0.52959907411478,1.1842195305415975,Leicester City,defender
182,0.0,,28690,0,0,0,0,0,3,0.0,,0,Pablo,0.0,False,Left the club at the end of the 2020/21 season,2021-07-19T09:38:55.151396Z,5.5,28690.jpg,1.8,Hernández Domínguez,0.0,False,,u,10,2,28,0,0,0,0,0.0,5.1,Hernández,414,0,3,1,6,0,0,0,1,0,0,0,103,84.0,97.9,153.0,33.4,315,139,227,134,194,105,287,132,,,,,,,2.017601364520254,0.3668366117309553,0.8603081124715505,Leeds United,midfielder
183,0.0,,39790,0,0,0,0,0,1,0.0,,0,Francisco,0.0,False,Joined Elche CF on a season-long loan - Expected back 01 Jul,2021-07-13T10:00:05.132170Z,4.5,39790.jpg,4.7,Casilla Cortés,0.1,False,,u,10,2,14,0,0,0,0,0.0,3.1,Casilla,270,0,0,1,2,0,0,0,0,0,8,2,58,68.0,0.0,0.0,6.8,326,25,365,27,359,23,340,25,,,,,,,4.121309956897116,0.9158466570882481,1.9428041452623925,Leeds United,goalkeeper
184,,,55914,0,0,0,0,0,2,1.2,,0,Liam,0.0,False,,,4.5,55914.jpg,2.4,Cooper,0.4,False,,a,10,2,59,0,0,0,0,0.0,13.1,Cooper,2186,1,0,6,41,0,0,0,4,1,0,2,454,620.4,17.7,259.0,89.8,59,19,306,112,135,19,148,36,,,,,,,2.261116252296632,0.5024702782881404,1.0659004233667073,Leeds United,defender
185,,,66588,0,0,0,0,0,2,1.2,,0,Luke,0.0,False,,,4.5,66588.jpg,2.6,Ayling,12.3,False,,a,10,2,100,0,0,0,0,0.0,22.2,Ayling,3399,0,0,12,54,0,0,0,7,0,0,2,665,843.2,421.4,350.0,161.6,13,1,70,13,97,8,56,7,,,,,,,2.5373670997542592,0.5638593555009465,1.1961263217305864,Leeds United,defender
186,,,72222,0,0,0,0,0,3,1.3,,0,Mateusz,0.0,False,,,5.5,72222.jpg,2.8,Klich,0.5,False,,a,10,2,99,0,0,0,0,0.0,18.0,Klich,2386,4,5,8,44,0,0,0,6,0,0,3,407,464.6,661.4,333.0,145.7,141,53,32,24,104,61,72,44,5.0,,,,2.0,,2.654341735873885,0.4826075883407064,1.1318151190818135,Leeds United,midfielder
187,,,80954,0,0,0,0,0,4,1.5,,0,Rodrigo,0.0,False,,,6.5,80954.jpg,3.4,Moreno,1.8,False,,a,10,2,89,0,0,0,0,0.0,13.7,Rodrigo,1279,7,4,3,21,0,0,0,3,0,0,16,341,398.4,409.7,617.0,142.4,166,21,76,9,52,22,75,20,,,5.0,,,,3.2274862499224035,0.4965363461419082,1.2659242590928257,Leeds United,forward
188,,,87873,0,0,0,0,0,3,1.3,,0,Stuart,0.0,False,,,5.5,87873.jpg,4.5,Dallas,17.0,False,,a,10,2,171,0,0,0,0,0.0,31.1,Dallas,3410,8,3,12,53,0,0,0,7,0,0,15,726,756.8,454.6,527.0,174.2,31,12,64,46,59,33,46,27,1.0,,,,,,3.453986814787698,0.6279976026886724,1.4727849263911408,Leeds United,midfielder
189,,,106617,0,0,0,0,0,4,2.0,,0,Patrick,0.0,False,,,8.0,106617.jpg,5.1,Bamford,18.7,False,,a,10,2,194,0,0,0,0,0.0,24.2,Bamford,3052,17,11,10,50,0,0,0,3,0,0,26,631,867.2,371.0,1512.0,274.6,11,2,88,11,5,3,10,4,,,,,1.0,,4.785102523210115,0.5981378154012644,1.6917892214173658,Leeds United,forward
190,,,149915,0,0,0,0,0,2,1.2,,0,Diego,0.0,False,,,4.5,149915.jpg,3.3,Llorente,0.5,False,,a,10,2,50,0,0,0,0,0.0,11.1,Llorente,1203,1,0,4,12,0,0,0,1,0,0,3,255,293.0,51.0,115.0,46.0,205,77,275,92,216,65,252,82,,,,,,,3.00816709975426,0.668481577723169,1.4180635701190047,Leeds United,defender
191,,,155405,0,0,0,0,0,3,0.9,,0,Kalvin,0.0,False,,,5.0,155405.jpg,2.3,Phillips,2.6,False,,a,10,2,67,0,0,0,0,0.0,13.4,Phillips,2428,1,2,9,34,0,0,0,10,0,0,2,396,535.4,539.3,82.0,115.8,98,35,47,35,251,131,99,58,4.0,,2.0,,,,2.3174123529875463,0.46348247059750924,1.0363783106355784,Leeds United,midfielder
192,,,165808,0,0,0,0,0,3,1.3,,0,Hélder Wander,0.0,False,,,5.5,165808.jpg,2.9,Sousa de Azevedo e Costa,0.2,False,,a,10,2,63,0,0,0,0,0.0,11.5,Costa,1150,3,4,3,23,1,0,0,0,0,0,2,162,224.2,134.3,289.0,64.7,239,101,194,119,124,74,212,98,,,,,,,2.436663628836662,0.44302975069757494,1.0389968623712753,Leeds United,midfielder
193,,,173821,0,0,0,0,0,3,0.9,,0,Tyler,0.0,False,,,5.0,173821.jpg,1.8,Roberts,0.1,False,,a,10,2,49,0,0,0,0,0.0,9.8,Roberts,1330,1,2,4,19,0,0,0,3,0,0,0,169,189.4,239.0,296.0,72.5,253,111,145,93,119,71,194,95,,,,,,,2.080751550561521,0.4161503101123042,0.9305403822687304,Leeds United,midfielder
194,,,193645,0,0,0,0,0,2,1.2,,0,Robin,0.0,False,,,4.5,193645.jpg,2.2,Koch,0.4,False,,a,10,2,38,0,0,0,0,0.0,8.4,Koch,1130,0,0,4,21,0,0,0,1,0,0,2,220,230.2,52.2,131.0,41.4,235,88,274,91,207,60,266,90,,,,,,,2.350482889227944,0.5223295309395432,1.1080282600240186,Leeds United,defender
195,,,215460,0,0,0,0,0,3,0.5,,0,Ian Carlo,0.0,False,,,4.5,215460.jpg,1.0,Poveda-Ocampo,0.1,False,,a,10,2,14,0,0,0,0,0.0,3.1,Poveda,344,0,0,0,5,0,0,0,0,0,0,0,43,55.0,71.5,91.0,21.8,331,146,264,143,239,125,307,144,,,,,,,1.5053274892242794,0.3345172198276176,0.7096181836913383,Leeds United,midfielder
196,,,219961,0,0,0,0,0,3,1.7,,0,Raphael,0.0,False,,,6.5,219961.jpg,4.4,Dias Belloli,20.6,False,,a,10,2,133,0,0,0,0,0.0,20.5,Raphinha,2358,6,10,9,34,0,0,0,3,0,0,11,489,719.6,889.3,902.0,251.3,40,15,13,9,28,14,15,10,3.0,,1.0,,,,4.359810104602505,0.6707400160926931,1.7100582153020902,Leeds United,midfielder
197,,,221610,0,0,0,0,0,3,0.5,,0,Jamie,0.0,False,,,4.5,221610.jpg,1.3,Shackleton,0.1,False,,a,10,2,17,0,0,0,0,0.0,3.8,Shackleton,454,0,0,1,11,0,0,0,0,0,0,0,72,52.0,45.7,18.0,11.4,332,147,281,147,307,150,328,148,,,,,,,1.4833947161150354,0.3296432702477856,0.6992789752941567,Leeds United,midfielder
198,,,222694,0,0,0,0,0,2,1.2,,0,Pascal,0.0,False,,,4.5,222694.jpg,2.6,Struijk,0.6,False,,a,10,2,71,0,0,0,0,0.0,15.8,Struijk,2072,1,0,7,32,0,0,0,3,0,0,2,402,513.0,66.3,222.0,80.1,112,40,267,86,148,28,172,45,,,,,,,2.668392451866936,0.5929761004148747,1.257892265054739,Leeds United,defender
199,,,437495,0,0,0,0,0,1,2.0,,0,Illan,0.0,False,,,5.0,437495.jpg,4.4,Meslier,5.0,False,,a,10,2,154,0,0,0,0,0.0,30.8,Meslier,3150,0,0,11,52,1,1,0,0,0,140,20,774,1026.0,10.0,0.0,103.7,6,2,320,7,455,49,121,2,,,,,,,3.915595671182831,0.7831191342365662,1.7511076186337449,Leeds United,goalkeeper
267,,,221399,0,0,0,0,0,3,1.6,,0,Jack,0.0,False,,,6.0,221399.jpg,4.4,Harrison,5.5,False,,a,10,2,160,0,0,0,0,0.0,26.7,Harrison,2846,8,10,11,45,0,0,0,2,0,0,15,542,759.2,821.7,666.0,225.2,30,11,16,12,49,28,21,13,,,,,,,4.068830448971714,0.6781384081619524,1.6610930749800146,Leeds United,midfielder
463,,,443967,0,0,0,0,0,2,1.7,,0,Héctor Junior,0.0,False,,,5.0,443967.jpg,0.0,Firpo Adames,1.3,False,,a,10,2,0,0,0,0,0,0.0,0.0,Firpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,171,460,171,458,171,462,171,,,,,,,,,,Leeds United,defender
490,,,223081,0,0,0,0,0,1,1.3,,0,Kristoffer,0.0,False,,,4.5,223081.jpg,0.0,Klaesson,0.1,False,,a,10,2,0,0,0,0,0,0.0,0.0,Klaesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,51,405,41,401,38,415,51,,,,,,,,,,Leeds United,goalkeeper
221,,,15157,0,0,0,0,0,3,2.4,,0,James,0.0,False,,,5.0,15157.jpg,1.7,Milner,0.1,False,,a,11,14,44,0,0,0,0,0.0,8.8,Milner,1056,0,2,4,10,0,0,0,3,0,0,2,204,200.0,242.0,108.0,55.2,247,109,144,92,223,116,228,108,4.0,,,,1.0,,1.8931625869668856,0.3786325173933771,0.8466480473834627,Liverpool,midfielder
222,,,56979,0,0,0,0,0,3,2.4,,0,Jordan,0.0,False,,,5.0,56979.jpg,2.7,Henderson,0.8,False,,a,11,14,56,0,0,0,0,0.0,11.2,Henderson,1704,1,2,4,23,0,0,0,0,0,0,2,345,358.0,262.3,108.0,72.9,184,75,134,86,224,117,193,94,5.0,,5.0,,,,2.9670398381687217,0.5934079676337444,1.3269005540190475,Liverpool,midfielder
223,,,60706,0,0,0,0,0,1,2.8,,0,Adrián,0.0,False,,,4.5,60706.jpg,3.7,San Miguel del Castillo,0.3,False,,a,11,14,11,0,0,0,0,0.0,2.4,Adrián,270,0,0,1,9,0,0,0,0,0,10,2,60,59.6,0.0,0.0,5.9,329,26,372,32,366,28,345,26,,,,,,,3.568871342342681,0.7930825205205958,1.6823820849018976,Liverpool,goalkeeper
224,,,60914,0,0,0,0,0,2,3.2,,0,Joel,0.0,False,,,5.0,60914.jpg,4.2,Matip,0.4,False,,a,11,14,42,0,0,0,0,0.0,8.4,Matip,690,1,2,3,5,0,0,0,2,0,0,5,194,179.0,42.4,84.0,30.6,262,96,282,97,249,82,293,100,,,,,,,3.828535832548608,0.7657071665097216,1.7121732751744878,Liverpool,defender
225,,,61558,0,0,0,0,0,3,2.8,,0,Thiago,0.0,False,,,5.5,61558.jpg,2.3,Alcántara do Nascimento,1.1,False,,a,11,14,55,0,0,0,0,0.0,10.0,Thiago,1851,1,0,8,18,0,0,0,4,0,0,1,331,378.8,460.3,178.0,101.9,171,69,62,44,173,93,127,73,,,,,,,2.6412178355856697,0.48022142465193995,1.1262190691961593,Liverpool,midfielder
226,,,68312,0,0,0,0,0,3,3.1,,0,Xherdan,0.0,False,,,6.0,68312.jpg,1.9,Shaqiri,0.2,False,,a,11,14,26,0,0,0,0,0.0,4.3,Shaqiri,548,0,2,2,7,0,0,0,2,0,0,1,127,95.2,294.2,86.0,47.6,311,136,118,76,246,129,248,118,3.0,,3.0,,,,2.5355041238830083,0.42258402064716805,1.0351152240393129,Liverpool,midfielder
227,,,81880,0,0,0,0,0,3,3.1,,0,Alex,0.0,False,,,6.0,81880.jpg,1.6,Oxlade-Chamberlain,0.2,False,,a,11,14,21,0,0,0,0,0.0,3.5,Chamberlain,243,1,1,0,6,0,0,0,0,0,0,0,58,70.8,32.9,68.0,17.1,323,143,288,149,264,139,319,146,,,,,,,1.5508995461403092,0.25848325769005154,0.6331520883929622,Liverpool,midfielder
228,,,92217,0,0,0,0,0,4,3.8,,0,Roberto,0.0,False,,,9.0,92217.jpg,3.9,Firmino,5.1,False,,a,11,14,141,0,0,0,0,0.0,15.7,Firmino,2837,9,8,10,39,0,0,0,2,0,0,15,615,729.4,643.2,1415.0,278.8,37,6,37,2,7,5,9,3,,,,,4.0,,4.336147172916422,0.4817941303240469,1.4453823909721406,Liverpool,forward
229,,,97032,0,0,0,0,0,2,4.3,,0,Virgil,0.0,False,,,6.5,97032.jpg,3.0,van Dijk,10.1,False,,a,11,14,15,0,0,0,0,0.0,2.3,van Dijk,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,317,118,330,121,267,88,321,114,,,,,,,2.574325887797227,0.39605013658418875,1.0097336874019331,Liverpool,defender
230,,,110979,0,0,0,0,0,3,4.9,,0,Sadio,0.0,False,,,12.0,110979.jpg,5.0,Mané,4.0,False,,a,11,14,176,0,0,0,0,0.0,14.7,Mané,2808,11,11,12,28,0,0,0,3,0,0,14,513,808.8,809.7,1535.0,315.5,19,7,17,13,4,2,4,3,,,,,3.0,,5.348511783350612,0.4457093152792177,1.5439823589406807,Liverpool,midfielder
231,,,116535,0,0,0,0,0,1,5.0,,0,Alisson,0.0,False,,,6.0,116535.jpg,4.2,Ramses Becker,5.6,False,,a,11,14,140,0,0,0,0,0.0,23.3,Alisson,2970,1,0,10,32,0,1,0,1,0,84,13,660,776.4,0.1,17.0,79.4,24,7,336,9,309,1,175,7,,,,,,,4.052325887797228,0.6753876479662048,1.6543551160956744,Liverpool,goalkeeper
232,,,116643,0,0,0,0,0,3,2.8,,0,Fabio Henrique,0.0,False,,,5.5,116643.jpg,2.4,Tavares,0.8,False,,a,11,14,71,0,0,0,0,0.0,12.9,Fabinho,2566,0,2,11,29,0,0,0,6,0,0,2,421,460.4,106.8,75.0,64.6,143,54,218,130,261,136,213,99,,,4.0,,,,2.289229903977942,0.41622361890508036,0.976130910861565,Liverpool,midfielder
233,,,118748,0,0,0,0,0,3,5.0,,0,Mohamed,0.0,False,,,12.5,118748.jpg,6.2,Salah,49.4,False,,a,11,14,231,0,0,0,0,0.0,18.5,Salah,3077,22,6,11,41,0,0,0,0,0,0,21,657,1056.0,825.7,1980.0,385.8,4,2,15,11,1,1,2,2,,,2.0,,2.0,,6.131750518372497,0.4905400414697998,1.7343209488341285,Liverpool,midfielder
234,75.0,,122798,0,0,0,0,0,2,3.5,,0,Andrew,0.0,False,Ankle injury - 75% chance of playing,2021-08-08T18:30:05.747237Z,7.0,122798.jpg,4.2,Robertson,12.8,False,,d,11,14,161,0,0,0,0,0.0,23.0,Robertson,3384,1,8,12,42,0,0,0,2,0,0,19,834,754.4,1129.3,359.0,224.5,33,7,5,2,95,7,22,2,1.0,,,,,,4.299588438842147,0.6142269198345923,1.6250916784435379,Liverpool,defender
235,,,152760,0,0,0,0,0,4,2.2,,0,Divock,0.0,False,,,5.0,152760.jpg,1.1,Origi,1.2,False,,a,11,14,10,0,0,0,0,0.0,2.0,Origi,180,0,0,1,0,0,0,0,0,0,0,0,23,17.8,33.2,60.0,11.1,349,40,287,39,276,40,330,40,,,,,,,1.606,0.32120000000000004,0.7182250343729325,Liverpool,forward
236,,,157882,0,0,0,0,0,3,2.8,,0,Takumi,0.0,False,,,5.5,157882.jpg,2.5,Minamino,0.1,False,,a,11,14,48,0,0,0,0,0.0,8.7,Minamino,999,3,0,2,18,0,0,0,1,0,0,2,153,168.2,92.3,281.0,54.0,271,119,236,137,127,77,234,110,,,,,,,2.2454005461425544,0.4082546447531917,0.9574420098857429,Liverpool,midfielder
237,,,169187,0,0,0,0,0,2,5.0,,0,Trent,0.0,False,,,7.5,169187.jpg,4.4,Alexander-Arnold,29.3,False,,a,11,14,160,0,0,0,0,0.0,21.3,Alexander-Arnold,3029,2,8,10,40,0,0,0,2,0,0,26,761,789.6,1238.8,529.0,255.7,22,4,3,1,58,1,14,1,2.0,,1.0,,,,4.824206827023748,0.6432275769364998,1.7615512674875533,Liverpool,defender
238,,,171287,0,0,0,0,0,2,3.2,,0,Joseph,0.0,False,,,5.0,171287.jpg,1.4,Gomez,0.8,False,,a,11,14,10,0,0,0,0,0.0,2.0,Gomez,589,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0.0,12.5,302,111,305,111,441,169,326,118,,,,,,,2.6143258877972264,0.5228651775594453,1.1691620800904172,Liverpool,defender
239,,,175592,0,0,0,0,0,3,2.4,,0,Naby,0.0,False,,,5.0,175592.jpg,1.5,Keita,0.2,False,,a,11,14,15,0,0,0,0,0.0,3.0,Keita,517,0,0,2,8,0,0,0,1,0,0,0,78,70.6,100.5,119.0,29.0,324,144,224,131,214,113,296,138,,,,,,,2.0935814719493067,0.41871629438986135,0.9362780975425438,Liverpool,midfielder
240,,,194634,0,0,0,0,0,3,3.5,,0,Diogo,0.0,False,,,7.5,194634.jpg,4.5,Jota,9.9,False,,a,11,14,86,0,0,0,0,0.0,11.5,Jota,1106,9,0,4,15,0,0,0,2,0,0,9,228,387.4,188.3,680.0,125.7,169,67,169,105,47,26,88,51,,,,,,,4.2175349603214,0.56233799470952,1.5400260232231242,Liverpool,midfielder
241,,,197464,0,0,0,0,0,2,2.7,,0,Nathaniel,0.0,False,,,4.5,197464.jpg,4.0,Phillips,0.5,False,,a,11,14,68,0,0,0,0,0.0,15.1,Phillips,1455,1,1,7,11,0,0,0,2,0,0,1,325,376.4,90.6,132.0,60.1,172,64,240,67,206,59,221,72,,,,,,,3.5420346950770445,0.7871188211282321,1.6697311680580023,Liverpool,defender
242,,,200720,0,0,0,0,0,1,2.8,,0,Caoimhin,0.0,False,,,4.5,200720.jpg,5.0,Kelleher,0.2,False,,a,11,14,10,0,0,0,0,0.0,2.2,Kelleher,180,0,0,1,1,0,0,0,0,0,6,0,41,57.8,0.0,0.0,5.8,330,27,398,39,394,36,346,27,,,,,,,4.2143258877972265,0.9365168639549393,1.9866522755942908,Liverpool,goalkeeper
243,,,204716,0,0,0,0,0,2,3.5,,0,Ibrahima,0.0,False,,,5.5,204716.jpg,0.0,Konaté,4.4,False,,a,11,14,0,0,0,0,0,0.0,0.0,Konaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,172,472,172,471,172,473,172,,,,,,,,,,Liverpool,defender
244,,,206915,0,0,0,0,0,3,2.4,,0,Curtis,0.0,False,,,5.0,206915.jpg,2.1,Jones,0.1,False,,a,11,14,50,0,0,0,0,0.0,10.0,Jones,1169,1,2,5,14,0,0,0,2,0,0,0,226,224.6,233.4,289.0,74.8,237,100,151,96,123,73,188,93,,,,,,,2.2919496487448865,0.4583899297489773,1.0249910431200664,Liverpool,midfielder
245,,,214285,0,0,0,0,0,2,2.0,,0,Konstantinos,0.0,False,,,4.0,214285.jpg,1.0,Tsimikas,1.7,False,,a,11,14,2,0,0,0,0,0.0,0.5,Tsimikas,6,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.1,0.0,0.0,374,130,335,124,344,128,374,130,,,,,,,2.2143258877972265,0.5535814719493066,1.1071629438986132,Liverpool,defender
246,,,215136,0,0,0,0,0,2,2.0,,0,Neco,0.0,False,,,4.0,215136.jpg,1.8,Williams,1.3,False,,a,11,14,11,0,0,0,0,0.0,2.8,N.Williams,247,0,0,1,1,0,0,0,1,0,0,0,51,42.0,47.8,34.0,12.2,336,121,278,94,289,105,327,119,,,,,,,2.6052349787063176,0.6513087446765794,1.3026174893531588,Liverpool,defender
247,,,219937,0,0,0,0,0,2,2.7,,0,Rhys,0.0,False,,,4.5,219937.jpg,3.1,Williams,0.1,False,,a,11,14,28,0,0,0,0,0.0,6.2,R.Williams,659,0,0,3,6,0,0,0,0,0,0,1,135,111.6,29.8,62.0,20.4,297,108,295,105,273,93,312,109,,,,,,,3.450754459225798,0.7668343242723996,1.626701252218853,Liverpool,defender
