,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,name,season
444,True,True,75.0,,59735,0,0,0,0,0,0,1,1.4,,0,Karl,0.0,325,False,Unspecified injury - 75% chance of playing,2026-07-23T12:01:23.549136Z,45,59735.jpg,3.2,False,Darlow,0.0,False,,d,16,1,71,0,0,0,0,0.0,15.8,Darlow,,244.0,2026-06-14,1990-10-08,False,p59735,1980,0,0,5,27,0,0,0,1,0,63,3,334,531.4,0.0,0.0,53.4,30,202,1,0,22,0.00,0.05,0.05,28.36,,,,,,,[],,105,17,437,34,420,25,238,17,0.0,2.86,0.0,0.0,1.29,1.23,393,21,71,21,137,17,516,61,1.0,0.23,0.0,Manchester Utd,Karl Darlow,25-26
445,True,True,,,465247,0,0,0,0,0,0,1,2.6,,0,Senne,0.0,412,False,,,50,465247.jpg,3.4,False,Lammens,18.6,False,,a,16,1,109,0,0,0,0,0.0,21.8,Lammens,,21.0,2025-09-01,2002-07-07,False,p465247,2880,0,0,8,39,0,0,0,0,0,79,11,413,635.6,0.0,2.0,63.7,26,224,1,0,32,0.00,0.00,0.00,39.25,,,,,,,[],,66,15,526,64,355,2,213,15,0.0,2.47,0.0,0.0,1.23,1.22,313,17,290,59,113,15,20,5,1.0,0.25,0.0,Manchester Utd,Senne Lammens,25-26
446,True,False,0.0,,451302,0,0,0,0,0,0,1,0.0,,0,Altay,0.0,413,False,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415Z,45,451302.jpg,1.8,False,Bayındır,0.1,False,,u,16,1,11,0,0,0,0,0.0,2.4,Bayindir,,219.0,2023-09-01,1998-04-14,False,p451302,540,0,0,0,11,0,0,0,0,0,13,0,49,118.4,10.0,0.0,12.8,7,39,0,0,6,0.00,0.05,0.05,9.24,,,,,,,[],,294,22,340,9,445,40,326,22,0.0,2.17,0.01,0.01,1.54,1.83,457,36,135,36,300,29,463,51,1.0,0.0,0.0,Manchester Utd,Altay Bayındır,25-26
447,True,True,0.0,,21205,0,0,0,0,0,0,1,0.0,,0,Tom,0.0,414,False,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151Z,40,21205.jpg,0.0,False,Heaton,0.2,False,,i,16,1,0,0,0,0,0,0.0,0.0,Heaton,,241.0,2021-07-02,1986-04-15,False,p21205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,395,32,378,14,359,5,397,32,0.0,0.0,0.0,0.0,0.0,0.0,522,47,1,1,401,32,344,39,0.0,0.0,0.0,Manchester Utd,Tom Heaton,25-26
448,True,True,,,596777,0,0,0,0,0,0,3,2.1,,0,Patrick,0.0,415,False,,,60,596777.jpg,3.7,False,Dorgu,1.6,False,,a,16,1,95,0,0,0,0,0.0,15.8,Dorgu,,58.0,2025-02-02,2004-10-26,False,p596777,1440,4,4,4,20,0,0,0,5,0,0,11,321,469.0,394.2,341.0,120.3,50,77,48,98,15,2.39,1.84,4.23,19.61,,,,,,,[],,125,45,80,59,80,49,89,52,0.15,0.0,0.12,0.27,1.23,1.25,107,69,532,218,82,36,156,47,0.94,0.25,6.12,Manchester Utd,Patrick Dorgu,25-26
449,True,True,0.0,,209365,0,0,0,0,0,0,2,0.0,,0,Matthijs,0.0,416,False,Back injury - Unknown return date,2026-07-23T12:01:23.690880Z,50,209365.jpg,3.3,False,de Ligt,0.0,False,,i,16,1,43,0,0,0,0,0.0,8.6,De Ligt,,152.0,2024-08-13,1999-08-12,False,p209365,1170,1,0,1,20,0,0,0,0,0,0,5,169,276.6,60.2,122.0,45.7,88,40,19,107,13,1.38,0.83,2.21,18.73,,,,,,,[],https://www.manutd.com/en/news/carrick-reveals-team-news-for-final-day-v-brighton-24-may-2026?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_term=injuries&utm_content=club-injury-article,214,82,275,93,213,60,259,84,0.11,0.0,0.06,0.17,1.44,1.54,261,43,238,125,127,49,531,181,1.0,0.08,8.23,Manchester Utd,Matthijs de Ligt,25-26
450,True,True,,,216051,0,0,0,0,0,0,2,2.2,,0,Diogo,0.0,417,False,,,50,216051.jpg,3.3,False,Dalot Teixeira,3.0,False,,a,16,1,111,0,0,0,0,0.0,22.2,Dalot,Diogo Dalot,173.0,2018-06-08,1999-03-18,False,p216051,2609,1,6,7,40,0,0,0,5,0,0,9,414,535.8,458.5,202.0,119.6,127,135,53,180,29,1.93,2.57,4.50,36.57,,,,,,,[],,102,45,57,10,153,38,90,24,0.07,0.0,0.09,0.16,1.26,1.38,269,46,246,128,128,50,101,39,1.0,0.24,6.21,Manchester Utd,Diogo Dalot Teixeira,25-26
451,True,True,,,95658,0,0,0,0,0,0,2,2.2,,0,Harry,0.0,418,False,,,50,95658.jpg,3.9,False,Maguire,11.6,False,,a,16,1,90,0,0,0,0,0.0,18.0,Maguire,,241.0,2019-08-05,1993-03-05,False,p95658,1649,1,2,7,20,0,0,0,3,1,0,5,315,381.6,62.5,184.0,63.0,129,62,22,151,19,1.12,0.50,1.62,22.95,,,,,,,[],,158,64,273,92,169,48,215,69,0.06,0.0,0.03,0.09,1.25,1.09,228,36,205,118,63,24,37,13,1.04,0.38,8.24,Manchester Utd,Harry Maguire,25-26
452,True,True,100.0,,221820,0,0,0,0,0,0,2,2.2,,0,Lisandro,0.0,419,False,,2026-07-24T20:00:10.337107Z,50,221820.jpg,2.8,False,Martínez,0.6,False,,a,16,1,51,0,0,0,0,0.0,10.2,Martinez,Lisandro Martínez,10.0,2022-07-17,1998-01-18,False,p221820,1229,0,0,5,15,1,0,0,0,1,0,3,241,302.8,94.9,19.0,42.0,86,68,19,105,13,0.15,0.60,0.75,15.22,,,,,,,[],,201,75,241,78,313,111,264,88,0.01,0.0,0.04,0.05,1.11,1.1,275,49,252,131,193,81,233,88,0.95,0.37,7.69,Manchester Utd,Lisandro Martínez,25-26
453,True,True,,,550864,0,0,0,0,0,0,2,2.2,,0,Leny,0.0,420,False,,,50,550864.jpg,1.8,False,Yoro,0.8,False,,a,16,1,56,0,0,0,0,0.0,11.2,Yoro,,73.0,2024-07-19,2005-11-13,False,p550864,1730,0,1,2,33,0,0,0,1,0,0,1,191,327.0,83.1,124.0,53.2,126,73,30,156,18,1.34,0.59,1.93,26.83,,,,,,,[],,188,73,251,82,211,59,239,75,0.07,0.0,0.03,0.1,1.4,1.72,367,73,344,155,306,113,211,79,0.94,0.1,8.12,Manchester Utd,Leny Yoro,25-26
454,True,True,,,606745,0,0,0,0,0,0,2,1.7,,0,Ayden,0.0,421,False,,,45,606745.jpg,2.5,False,Heaven,0.3,False,,a,16,1,42,0,0,0,0,0.0,9.3,Heaven,,241.0,2025-02-01,2006-09-22,False,p606745,920,0,1,2,15,1,0,0,2,0,0,3,164,233.6,32.0,26.0,29.1,71,39,22,93,11,0.34,0.18,0.52,11.95,,,,,,,[],,231,87,307,105,303,103,292,99,0.03,0.0,0.02,0.05,1.17,1.47,513,142,191,113,230,94,299,110,1.08,0.2,9.1,Manchester Utd,Ayden Heaven,25-26
455,True,True,,,230001,0,0,0,0,0,0,2,1.7,,0,Noussair,0.0,422,False,,,45,230001.jpg,2.6,False,Mazraoui,0.8,False,,a,16,1,53,0,0,0,0,0.0,11.8,Mazraoui,,145.0,2024-08-13,1997-11-14,False,p230001,977,0,0,5,10,0,0,0,3,0,0,6,233,209.0,122.4,37.0,36.8,66,46,28,94,11,0.19,0.35,0.53,12.99,,,,,,,[],,244,93,224,64,289,96,274,90,0.02,0.0,0.03,0.05,1.2,0.92,437,106,115,77,218,87,218,83,1.01,0.46,8.66,Manchester Utd,Noussair Mazraoui,25-26
456,True,True,,,106760,0,0,0,0,0,0,2,1.7,,0,Luke,0.0,423,False,,,45,106760.jpg,3.0,False,Shaw,23.1,False,,a,16,1,113,0,0,0,0,0.0,25.1,Shaw,,241.0,2014-07-01,1995-07-12,False,p106760,3220,1,1,10,45,0,0,0,9,0,0,3,449,560.2,314.8,97.0,97.4,149,105,75,224,38,0.72,1.98,2.69,44.90,3.0,,,,,,[],,90,39,115,28,233,70,137,45,0.02,0.0,0.06,0.08,1.25,1.26,402,83,80,54,165,68,13,4,1.06,0.28,6.26,Manchester Utd,Luke Shaw,25-26
457,True,True,,,577974,0,0,0,0,0,0,2,1.0,,0,Harry,0.0,424,False,,,40,577974.jpg,0.0,False,Amass,0.2,False,,a,16,1,0,0,0,0,0,0.0,0.0,Amass,,241.0,2024-04-06,2007-03-16,False,p577974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,444,166,430,166,412,163,446,166,0.0,0.0,0.0,0.0,0.0,0.0,581,186,60,41,449,166,346,129,0.0,0.0,0.0,Manchester Utd,Harry Amass,25-26
458,True,True,,,547676,0,0,0,0,0,0,2,1.0,,0,Tyler,0.0,425,False,,,40,547676.jpg,1.0,False,Fredricson,0.1,False,,a,16,1,1,0,0,0,0,0.0,0.2,Fredricson,,241.0,2022-09-07,2005-02-23,False,p547676,2,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,2,0,0,2,0,0.00,0.00,0.00,0.30,,,,,,,[],,379,131,428,164,409,160,390,132,0.0,0.0,0.0,0.0,13.5,0.0,577,182,56,37,358,123,465,160,0.0,0.0,90.0,Manchester Utd,Tyler Fredricson,25-26
459,True,True,,,141746,0,0,0,0,0,0,3,4.0,,0,Bruno,0.0,426,False,,,120,141746.jpg,6.7,False,Borges Fernandes,48.6,False,,a,16,1,235,0,0,0,0,0.0,19.6,B.Fernandes,Bruno Fernandes,173.0,2020-01-30,1994-09-08,False,p141746,3065,9,24,7,46,0,0,2,5,0,0,41,1008,1258.0,1938.5,614.0,381.4,67,167,53,287,35,10.79,12.28,23.07,44.42,1.0,,1.0,,1.0,,[],,1,1,1,1,29,15,1,1,0.32,0.0,0.36,0.68,1.3,1.35,2,1,589,260,3,1,3,1,1.03,0.21,8.43,Manchester Utd,Bruno Borges Fernandes,25-26
460,True,True,,,446008,0,0,0,0,0,0,3,2.8,,0,Bryan,0.0,427,False,,,80,446008.jpg,4.5,False,Mbeumo,29.5,False,,a,16,1,148,0,0,0,0,0.0,18.5,Mbeumo,,38.0,2025-07-21,1999-08-07,False,p446008,2611,11,3,8,37,0,0,0,4,0,0,16,528,628.8,803.1,882.0,231.4,23,91,25,139,31,11.98,4.99,16.97,35.87,2.0,,2.0,,2.0,,[],,67,19,17,16,7,2,9,7,0.41,0.0,0.17,0.58,1.24,1.28,11,7,583,256,30,13,6,3,1.07,0.28,4.79,Manchester Utd,Bryan Mbeumo,25-26
461,True,True,,,430871,0,0,0,0,0,0,3,2.8,,0,Matheus,0.0,428,False,,,80,430871.jpg,4.3,False,Santos Carneiro da Cunha,11.5,False,,a,16,1,143,0,0,0,0,0.0,17.9,Cunha,Matheus Cunha,30.0,2025-06-01,1999-05-27,False,p430871,2493,10,4,8,35,0,0,0,4,0,0,14,591,675.8,545.4,801.0,202.5,46,126,39,211,29,6.90,3.36,10.26,35.75,,,,,,,[],,54,15,41,38,17,8,22,18,0.25,0.0,0.12,0.37,1.29,1.26,10,6,582,255,40,17,38,13,1.05,0.29,7.62,Manchester Utd,Matheus Santos Carneiro da Cunha,25-26
462,True,True,,,176297,0,0,0,0,0,0,3,2.5,,0,Marcus,0.0,429,False,,,70,176297.jpg,0.0,False,Rashford,1.5,False,,a,16,1,0,0,0,0,0,0.0,0.0,Rashford,,241.0,2015-07-01,1997-10-31,False,p176297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,590,260,590,260,590,260,590,260,0.0,0.0,0.0,0.0,0.0,0.0,23,14,561,242,590,260,161,50,0.0,0.0,0.0,Manchester Utd,Marcus Rashford,25-26
463,True,True,50.0,,184341,0,0,0,0,0,0,3,1.0,,0,Mason,0.0,430,False,Foot injury - 50% chance of playing,2026-08-15T16:00:07.879135Z,55,184341.jpg,2.5,False,Mount,0.1,False,,d,16,1,58,0,0,0,0,0.0,10.5,Mount,,241.0,2023-07-05,1999-01-10,False,p184341,1010,3,0,5,15,0,0,0,2,0,0,3,201,201.2,214.1,165.0,58.0,19,59,24,102,12,1.56,1.62,3.18,12.46,,,3.0,,,,[],,251,113,156,104,184,101,227,116,0.14,0.0,0.14,0.28,1.11,1.34,127,79,385,130,234,91,446,180,1.07,0.45,9.09,Manchester Utd,Mason Mount,25-26
464,True,True,,,493250,0,0,0,0,0,0,3,2.1,,0,Amad,0.0,431,False,,,60,493250.jpg,2.8,False,Diallo,1.6,False,,a,16,1,91,0,0,0,0,0.0,15.2,Amad,,54.0,2021-01-07,2002-07-11,False,p493250,2339,2,5,6,33,0,0,0,2,0,0,7,463,436.6,596.1,600.0,163.5,48,112,38,198,27,5.46,4.74,10.20,31.69,4.0,,,,,,[],,138,51,35,34,33,19,41,28,0.21,0.0,0.18,0.39,1.22,1.27,96,61,521,210,200,76,154,46,1.04,0.23,7.62,Manchester Utd,Amad Diallo,25-26
465,True,True,,,516895,0,0,0,0,0,0,3,2.0,,0,Kobbie,0.0,432,False,,,55,516895.jpg,2.6,False,Mainoo,1.1,False,,a,16,1,73,0,0,0,0,0.0,13.3,Mainoo,,241.0,2022-10-15,2005-04-19,False,p516895,1653,1,2,6,22,0,0,0,2,0,0,2,340,365.0,360.1,94.0,82.1,56,95,36,187,16,0.48,1.27,1.75,22.88,,,,,,,[],,167,66,94,68,240,128,169,82,0.03,0.0,0.07,0.1,1.25,1.2,199,124,457,175,228,88,180,61,0.87,0.33,10.18,Manchester Utd,Kobbie Mainoo,25-26
466,True,True,0.0,,232112,0,0,0,0,0,0,3,0.0,,0,Manuel,0.0,433,False,Knee injury - Unknown return date,2026-07-23T12:01:23.706702Z,50,232112.jpg,1.7,False,Ugarte Ribeiro,0.0,False,,i,16,1,38,0,0,0,0,0.0,7.6,Ugarte,,230.0,2024-08-30,2001-04-11,False,p232112,876,0,0,1,23,0,0,0,1,0,0,0,183,167.2,83.6,48.0,29.8,45,51,46,142,8,0.72,0.16,0.88,18.22,,,,,,,[],https://www.manutd.com/en/news/an-official-update-on-manuel-ugarte,263,119,250,141,278,148,289,140,0.07,0.0,0.02,0.09,1.87,2.36,283,168,260,56,314,137,583,256,0.82,0.1,14.59,Manchester Utd,Manuel Ugarte Ribeiro,25-26
467,True,True,,,547037,0,0,0,0,0,0,3,1.5,,0,Jack,0.0,434,False,,,50,547037.jpg,1.0,False,Fletcher,0.0,False,,a,16,1,3,0,0,0,0,0.0,0.6,J.Fletcher,Jack Fletcher,241.0,2024-07-12,2007-03-19,False,p547037,107,0,0,0,0,0,0,0,0,0,0,0,10,18.6,24.4,5.0,4.8,2,4,5,11,0,0.03,0.02,0.05,1.86,,,,,,,[],,358,165,316,164,339,172,360,167,0.03,0.0,0.02,0.05,1.56,0.0,364,216,341,104,381,177,568,246,0.0,0.0,9.25,Manchester Utd,Jack Fletcher,25-26
468,True,True,,,576628,0,0,0,0,0,0,3,1.5,,0,Shea,0.0,435,False,,,50,576628.jpg,1.0,False,Lacey,0.1,False,,a,16,1,3,0,0,0,0,0.0,0.6,Lacey,,241.0,2025-05-26,2007-04-14,False,p576628,40,0,0,0,0,0,0,0,0,0,0,0,9,4.0,2.1,16.0,1.7,0,2,1,3,0,0.10,0.01,0.11,0.51,,,,,,,[],,381,177,366,182,318,161,375,174,0.22,0.0,0.02,0.24,1.15,0.0,373,222,350,110,382,178,477,196,0.0,0.0,6.75,Manchester Utd,Shea Lacey,25-26
469,True,True,,,490881,0,0,0,0,0,0,3,1.5,,0,Toby,0.0,436,False,,,50,490881.jpg,0.0,False,Collyer,0.0,False,,a,16,1,0,0,0,0,0,0.0,0.0,Collyer,,241.0,2023-07-01,2004-01-03,False,p490881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,535,223,534,223,530,222,535,223,0.0,0.0,0.0,0.0,0.0,0.0,332,194,309,82,535,223,546,228,0.0,0.0,0.0,Manchester Utd,Toby Collyer,25-26
470,True,True,,,576620,0,0,0,0,0,0,3,1.0,,0,Bendito,0.0,437,False,,,45,576620.jpg,1.0,False,Mantato,0.2,False,,a,16,1,1,0,0,0,0,0.0,0.2,Bendito Mantato,,,,,False,p576620,15,0,0,0,0,0,0,0,0,0,0,0,3,2.2,11.7,0.0,1.4,0,0,0,0,0,0.00,0.01,0.01,0.05,,,,,,,[],,386,181,335,170,478,195,381,180,0.0,0.0,0.06,0.06,0.3,0.0,504,253,182,18,370,168,366,130,0.0,0.0,0.0,Manchester Utd,Bendito Mantato,25-26
471,True,True,,,519913,0,0,0,0,0,0,3,1.0,,0,Tyler,0.0,438,False,,,45,519913.jpg,1.0,False,Fletcher,0.3,False,,a,16,1,2,0,0,0,0,0.0,0.4,Fletcher,Tyler Fletcher,243.0,2025-05-26,2007-03-19,False,p519913,17,0,0,0,0,0,0,0,0,0,0,0,6,0.8,3.0,0.0,0.3,0,2,0,2,0,0.00,0.01,0.01,0.33,,,,,,,[],,391,183,360,178,465,192,391,183,0.0,0.0,0.05,0.05,1.75,0.0,487,250,165,15,366,166,306,101,0.0,0.0,10.59,Manchester Utd,Tyler Fletcher,25-26
472,True,True,75.0,,485711,0,0,0,0,0,0,4,1.7,,0,Benjamin,0.0,439,False,Shin injury - 75% chance of playing,2026-07-23T12:01:23.722029Z,70,485711.jpg,3.7,False,Sesko,1.8,False,,d,16,1,111,0,0,0,0,0.0,15.9,Šeško,,195.0,2025-08-09,2003-05-31,False,p485711,1630,11,2,2,30,0,0,0,2,0,0,19,405,483.8,156.1,803.0,143.4,20,39,5,64,17,9.21,0.28,9.48,27.05,,,,,,,[],https://www.manutd.com/en/news/benjamin-sesko-training-photos-recovering-from-injury?utm_source=chatgpt.com,118,11,199,21,16,9,56,12,0.51,0.0,0.02,0.53,1.49,1.66,30,10,568,62,84,8,143,21,0.94,0.11,3.53,Manchester Utd,Benjamin Sesko,25-26
473,True,True,,,458249,0,0,0,0,0,0,4,1.8,,0,Joshua,0.0,440,False,,,55,458249.jpg,1.8,False,Zirkzee,0.7,False,,a,16,1,42,0,0,0,0,0.0,7.6,Zirkzee,,152.0,2024-07-17,2001-05-22,False,p458249,607,2,1,2,8,0,0,0,3,0,0,6,146,164.4,177.7,245.0,58.3,14,21,9,44,5,2.74,0.34,3.08,9.41,,,,,,,[],,268,26,185,17,117,30,225,25,0.41,0.0,0.05,0.46,1.4,1.19,171,38,429,34,307,31,229,39,0.74,0.3,6.52,Manchester Utd,Joshua Zirkzee,25-26
474,True,True,,,596047,0,0,0,0,0,0,4,1.0,,0,Chido,0.0,441,False,,,45,596047.jpg,0.0,False,Obi,1.2,False,,a,16,1,0,0,0,0,0,0.0,0.0,Obi,,58.0,2025-02-15,2007-11-29,False,p596047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,493,53,488,53,480,54,494,54,0.0,0.0,0.0,0.0,0.0,0.0,510,68,188,10,495,54,179,28,0.0,0.0,0.0,Manchester Utd,Chido Obi,25-26
475,True,True,,,98747,0,0,0,0,0,0,1,2.6,,0,Nick,0.0,442,False,,,50,98747.jpg,3.6,False,Pope,1.3,False,,a,17,4,96,0,0,0,0,0.0,19.2,Pope,,241.0,2022-06-23,1992-04-19,False,p98747,2416,0,1,7,38,0,0,0,2,0,89,3,414,671.0,0.0,35.0,70.7,35,254,1,0,27,0.16,0.00,0.16,32.89,,,,,,,[],,55,13,494,57,293,1,197,13,0.01,3.32,0.0,0.01,1.23,1.42,229,6,206,48,86,8,173,26,1.01,0.26,0.0,Newcastle Utd,Nick Pope,25-26
476,True,True,,,81441,0,0,0,0,0,0,1,1.9,,0,Mark,0.0,443,False,,,45,81441.jpg,0.0,False,Gillespie,0.0,False,,a,17,4,0,0,0,0,0,0.0,0.0,Gillespie,,241.0,2020-07-27,1992-03-27,False,p81441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,451,50,440,37,423,28,453,50,0.0,0.0,0.0,0.0,0.0,0.0,396,24,74,24,456,50,511,60,0.0,0.0,0.0,Newcastle Utd,Mark Gillespie,25-26
477,True,True,,,554578,0,0,0,0,0,0,1,1.9,,0,Ewen,0.0,444,False,,,45,554578.jpg,0.0,False,Jaouen,0.0,False,,a,17,4,0,0,0,0,0,0.0,0.0,Jaouen,,73.0,2026-06-15,2005-12-29,False,p554578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,486,62,482,56,472,50,488,62,0.0,0.0,0.0,0.0,0.0,0.0,496,46,174,46,491,62,506,59,0.0,0.0,0.0,Newcastle Utd,Ewen Jaouen,25-26
478,True,True,,,465642,0,0,0,0,0,0,2,2.2,,0,Malick,0.0,445,False,,,50,465642.jpg,3.6,False,Thiaw,1.9,False,,a,17,4,126,0,0,0,0,0.0,25.2,Thiaw,,80.0,2025-08-12,2001-08-08,False,p465642,2963,4,0,5,52,0,0,0,4,0,0,12,436,868.0,114.3,409.0,138.9,248,118,44,292,33,4.80,0.96,5.76,49.21,,,,,,,[],,17,6,228,67,61,4,64,11,0.15,0.0,0.03,0.18,1.49,1.58,314,60,291,142,88,35,133,55,1.0,0.15,8.87,Newcastle Utd,Malick Thiaw,25-26
479,True,True,100.0,,119471,0,0,0,0,0,0,2,2.2,,0,Fabian,0.0,446,False,,2026-08-15T16:30:07.209742Z,50,119471.jpg,3.2,False,Schär,0.2,False,,a,17,4,51,0,0,0,0,0.0,10.2,Schär,,207.0,2018-07-26,1991-12-20,False,p119471,1089,0,0,4,13,0,0,0,1,0,0,0,186,291.2,63.6,108.0,46.4,101,42,14,115,11,0.97,0.60,1.57,13.85,,,2.0,,,,[],,205,77,272,91,225,67,256,82,0.08,0.0,0.05,0.13,1.14,1.07,235,38,212,120,143,57,357,134,0.91,0.33,9.5,Newcastle Utd,Fabian Schär,25-26
480,True,True,,,220237,0,0,0,0,0,0,2,2.2,,0,Sven,0.0,447,False,,,50,220237.jpg,3.6,False,Botman,0.4,False,,a,17,4,89,0,0,0,0,0.0,17.8,Botman,,152.0,2022-06-28,2000-01-12,False,p220237,1834,1,1,5,27,1,0,0,2,0,0,6,332,597.0,85.8,190.0,87.4,195,89,21,216,21,1.73,0.86,2.59,27.58,,,,,,,[],,78,32,246,80,163,44,153,50,0.08,0.0,0.04,0.12,1.35,1.32,272,47,249,129,87,34,278,105,1.03,0.25,10.6,Newcastle Utd,Sven Botman,25-26
481,True,True,,,78916,0,0,0,0,0,0,2,2.2,,0,Dan,0.0,448,False,,,50,78916.jpg,3.2,False,Burn,2.6,False,,a,17,4,93,0,0,0,0,0.0,18.6,Burn,,241.0,2022-01-31,1992-05-09,False,p78916,2195,1,3,6,36,0,0,0,9,1,0,5,286,525.8,107.3,186.0,82.1,185,76,40,225,25,1.08,0.36,1.44,30.15,,,,,,,[],,108,47,234,73,165,45,168,59,0.04,0.0,0.01,0.05,1.24,1.48,225,35,202,117,142,56,112,45,1.03,0.25,9.23,Newcastle Utd,Dan Burn,25-26
482,True,True,,,487838,0,0,0,0,0,0,2,2.2,,0,Lewis,0.0,449,False,,,50,487838.jpg,2.6,False,Hall,3.7,False,,a,17,4,79,0,0,0,0,0.0,15.8,Hall,,241.0,2024-07-01,2004-09-08,False,p487838,2176,1,2,4,39,0,0,0,4,0,0,4,347,550.2,433.6,196.0,118.0,119,134,54,173,24,1.01,2.78,3.79,37.72,1.0,,1.0,,,,[],,93,42,64,14,158,41,92,25,0.04,0.0,0.11,0.15,1.56,1.61,327,66,304,148,226,93,86,32,0.99,0.17,7.16,Newcastle Utd,Lewis Hall,25-26
483,True,True,75.0,,441191,0,0,0,0,0,0,2,1.6,,0,Tino,0.0,450,False,Calf injury - 75% chance of playing,2026-07-23T12:01:23.753221Z,50,441191.jpg,3.5,False,Livramento,0.1,False,,d,17,4,59,0,0,0,0,0.0,11.8,Livramento,,241.0,2023-08-08,2002-11-12,False,p441191,1326,0,1,6,14,0,0,0,1,0,0,3,252,219.4,199.7,42.0,46.1,46,81,22,68,14,0.13,0.89,1.02,18.62,,,,,,,[],https://www.newcastleunited.com/en/news/livramento-withdrawn-from-england-world-cup-squad?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_term=injuries&utm_content=club-injury-article,238,89,169,42,282,92,257,83,0.01,0.0,0.06,0.07,1.26,0.95,300,55,277,137,102,41,452,155,0.95,0.41,4.62,Newcastle Utd,Tino Livramento,25-26
484,True,False,0.0,,545477,0,0,0,0,0,0,2,0.0,,0,Alex,0.0,451,False,Has joined FC Kaiserslautern on loan for the rest of the season,2026-08-12T14:05:29.224600Z,40,545477.jpg,1.0,False,Murphy,0.4,False,,u,17,4,2,0,0,0,0,0.0,0.5,A.Murphy,,104.0,2023-07-19,2004-06-25,False,p545477,7,0,0,0,1,0,0,0,0,0,0,0,3,10.2,0.6,2.0,1.3,4,0,0,4,0,0.00,0.00,0.00,0.49,,,,,,,[],,370,129,372,130,346,124,382,129,0.0,0.0,0.0,0.0,6.3,12.86,576,181,55,36,357,122,280,106,0.0,0.0,51.43,Newcastle Utd,Alex Murphy,25-26
485,True,True,,,201666,0,0,0,0,0,0,3,2.1,,0,Harvey,0.0,453,False,,,60,201666.jpg,2.9,False,Barnes,1.2,False,,a,17,4,106,0,0,0,0,0.0,17.7,Barnes,,241.0,2023-07-23,1997-12-09,False,p201666,1951,7,1,5,31,0,0,0,1,0,0,9,349,404.0,387.5,682.0,147.0,20,67,13,100,19,6.84,2.72,9.56,30.30,,,,,,,[],,151,58,84,62,24,11,53,33,0.32,0.0,0.13,0.45,1.4,1.43,67,45,492,194,185,70,177,60,0.88,0.23,4.61,Newcastle Utd,Harvey Barnes,25-26
